,Tweets,Tweets_ID,Date,Source,Likes_no,Retweets_no
2218,RT @Superfly: The countdown to #SMALLBIZLIVE is on! Here are some of the artists joining us for an unforgettable night of music and support…,1273676799331848193,2020-06-18 17:59:47+00:00,Twitter Web App,0,22
2219,Black creators deserve to be heard and recognized. Join @candicepatton and @modsiwW for a live conversation about m… https://t.co/vVpXfu1MKV,1273656415249301504,2020-06-18 16:38:47+00:00,Twitter Web App,466,136
2220,Watch @MsLaurynHill @2chainz @LeonBridges &amp; more perform for @Superfly #SmallBizLive to support at-risk small busin… https://t.co/hwq4MevMDk,1273371010700414976,2020-06-17 21:44:41+00:00,Twitter Web App,169,9
2221,Join @yayadacosta &amp; @heybriajones for a candid conversation about overcoming trauma and self-care on @Essence.… https://t.co/97i09ochS4,1273336697191673856,2020-06-17 19:28:20+00:00,Twitter Web App,146,15
2222,all moms everywhere https://t.co/7w23cyZBnu,1273284361433935872,2020-06-17 16:00:22+00:00,Twitter Web App,8239,1524
2223,everyone else is like 👀 https://t.co/snKJiPRMFj,1273012479493394433,2020-06-16 22:00:01+00:00,Twitter Web App,3872,590
2224,Get ready for some real talk on the @essence TikTok page today. Join @lavernecox and @aliciagarza for a live conver… https://t.co/9M7n7KKDLl,1272940407848988672,2020-06-16 17:13:37+00:00,Twitter Web App,209,10
2225,a fashion icon https://t.co/R7cczU7Gaz,1272650090562248710,2020-06-15 22:00:00+00:00,Twitter Web App,28328,4569
2226,follow your dreams https://t.co/vsx9XK8Imk,1272559491230208002,2020-06-15 16:00:00+00:00,Twitter Web App,483,48
2227,[insert spider-man pointing at himself meme] https://t.co/tnsZVfHemp,1272287701299945473,2020-06-14 22:00:00+00:00,Twitter Web App,732,76
2228,gold(en gate) medals all around 🏅 https://t.co/reREIKJseL,1272197104278990848,2020-06-14 16:00:00+00:00,Twitter Web App,752,79
2229,beautiful creations from a beautiful creator ❤️ https://t.co/ZAxidB2N8K,1271925315321782273,2020-06-13 22:00:01+00:00,Twitter Web App,774,75
2230,i see that remy is enjoying his retirement https://t.co/28KIXZ83kk,1271834717113876480,2020-06-13 16:00:00+00:00,Twitter Web App,1064,114
2231,choyce brown with some words of wisdom https://t.co/jrBaeFLans,1271562926659420162,2020-06-12 22:00:00+00:00,Twitter Web App,476,47
2232,"Join @AsanteBlackk, @reedshannon and @ethanherisse on @speakupseries along with other young stars of today as they… https://t.co/4w1W9tSZdS",1271489732522856449,2020-06-12 17:09:10+00:00,Twitter Web App,200,23
2233,SUCH A GOOD BOY https://t.co/FVApay0A4Q,1271472708086185984,2020-06-12 16:01:31+00:00,Twitter Web App,28062,3699
2234,what a peaceful protest looks like ☮️ https://t.co/xvTzI4qiAD,1271200540249055233,2020-06-11 22:00:01+00:00,Twitter Web App,1430,143
2235,a wonderful metaphor we can learn from https://t.co/dpVq2Tt4FN,1271135440272125952,2020-06-11 17:41:20+00:00,Twitter Web App,930,147
2236,beautiful thoughts from @iamTabithaBrown https://t.co/ODNQwsr4iP,1270838151888715777,2020-06-10 22:00:01+00:00,Twitter for Advertisers.,374,43
2237,this is the unity we love to see https://t.co/8mbBEqH1Yt,1270777750173806592,2020-06-10 18:00:00+00:00,Twitter for Advertisers.,797,112
2238,Hi @MarplesMan . We'd love to look into this for you! We've sent you a DM.,1267890340138188806,2020-06-02 18:46:28+00:00,Hootsuite Inc.,636,14
2239,"A message from our CEO. 

TikTok is committed to supporting the Black community and underrepresented groups as a wh… https://t.co/LYIA5YVXMZ",1267641267711664130,2020-06-02 02:16:44+00:00,Twitter Web App,1646,203
2240,https://t.co/14AeOCP5va,1266847756108173313,2020-05-30 21:43:36+00:00,Twitter Web App,5469,611
2241,We hear you &amp; apologize for the confusion &amp; hurt brought by yesterday's bug in Compose that made it seem like hasht… https://t.co/6rq8SzSByT,1266835140145115136,2020-05-30 20:53:28+00:00,Twitter Web App,672,77
2242,🔥 @88rising has assembled a super cast of talent for tonight's #AAPIFamily takeover in support of @MNFreedomFund.… https://t.co/IwK7JlMBEO,1266462512918265858,2020-05-29 20:12:47+00:00,Twitter Web App,205,12
2243,are frogs smarter than humans? https://t.co/COwd8Iwanm,1266398900430176257,2020-05-29 16:00:01+00:00,Twitter for Advertisers.,1129,136
2244,"ATTENTION CLASS @seandoesmagic will be a doing magic 101 sesh at 6 PM in-app!
don't miss out as we continue celebra… https://t.co/EgDPk8uACt",1266127108700614657,2020-05-28 22:00:00+00:00,Twitter for Advertisers.,262,11
2245,pig in a blanket https://t.co/9qZ56vwMBu,1266036511331450882,2020-05-28 16:00:00+00:00,Twitter for Advertisers.,1223,95
2246,Geoffrey? THE GIRAFFE! https://t.co/MWy78jtArH,1265764720604336131,2020-05-27 22:00:00+00:00,Twitter for Advertisers.,540,37
2247,bad weather = no launch today... but the launch is on for 5/30! https://t.co/MsyODLI2c4,1265743056025915392,2020-05-27 20:33:55+00:00,Twitter Web App,289,13
2248,RIGHT NOW: tune in LIVE to @discovery's TikTok page as they stream the first crewed rocket launch from Cape Canaver… https://t.co/G4Htks0hme,1265735227881684995,2020-05-27 20:02:49+00:00,Twitter for Advertisers.,162,9
2249,tap in with @Saweetie to celebrate Asian American Pacific Islander Heritage Month tonight as she goes live at 5 PM… https://t.co/ZvtQ47jvZK,1265734155092086785,2020-05-27 19:58:33+00:00,Twitter for Advertisers.,441,26
2250,"tbh if you can make it through quarantine together, you guys have a bright future https://t.co/oQ3TDKLsKm",1265674126863319045,2020-05-27 16:00:01+00:00,Twitter for Advertisers.,468,26
2251,live in app soon is @JAYBUMAOM @bobbyranika and SO MANY MORE amazing artists to keep you singing along into the ear… https://t.co/JL3aVP4xgS,1265525608156672001,2020-05-27 06:09:51+00:00,Twitter Web App,1269,776
2252,@garyvee https://t.co/rHX75VWufh,1265427191879221249,2020-05-26 23:38:47+00:00,Twitter Web App,4,2
2253,.@GaryVee is streaming live in support of @_mealsonwheels! join the #allinchallenge and we'll match your donation.  https://t.co/7ehqAWDz0Y,1265423293533818887,2020-05-26 23:23:18+00:00,Twitter for Advertisers.,167,7
2254,they aren't having ANY of it https://t.co/7xkTUqEJMl,1265402331434278915,2020-05-26 22:00:00+00:00,Twitter for Advertisers.,1041,159
2255,come cook with us to celebrate Asian American Pacific Islander Heritage Month tonight as @mrsdeependa goes live at… https://t.co/rCswnYScat,1265379681957748737,2020-05-26 20:30:00+00:00,Twitter for Advertisers.,110,4
2256,my emotions thru 2020 https://t.co/u7CJPMk8Os,1265311737156263937,2020-05-26 16:00:01+00:00,Twitter for Advertisers.,2105,448
2257,.@GaryVee will be streaming live from his TikTok account for 12 straight hours today in support of #OneCommunity! S… https://t.co/0al0gmqOCD,1265268175647715329,2020-05-26 13:06:55+00:00,Twitter for Advertisers.,144,13
2258,literally rising &amp; shining ☀️ https://t.co/AeQiKNzVkj,1265039944365379584,2020-05-25 22:00:00+00:00,Twitter for Advertisers.,1418,155
2259,"@EliManning eli, we'll save a plate for you https://t.co/XoULhmJWju",1265024776248143880,2020-05-25 20:59:44+00:00,Twitter Web App,13,0
2260,#circlechallenge winner right here https://t.co/jBSIxdvwww,1264994647241261059,2020-05-25 19:00:01+00:00,Twitter for Advertisers.,693,67
2261,celebrate Asian American Pacific Islander Heritage month this week as creators and celebs go live at 5 PM PT in-app… https://t.co/0aBOQpOenD,1264949345729699840,2020-05-25 16:00:00+00:00,Twitter for Advertisers.,237,32
2262,there is no time to sleep when @OfficialMonstaX @Apink_2011 @CIX_Official and MANY MORE artists are performing live… https://t.co/291VgiSzZc,1264707753911693313,2020-05-25 00:00:00+00:00,Twitter for Advertisers.,1288,696
2263,it's over anakin! i have the hooyah! https://t.co/TCioReKi3a,1264677555702906880,2020-05-24 22:00:00+00:00,Twitter for Advertisers.,480,51
2264,BOO https://t.co/ZmU4h5O0Sp,1264632256355864588,2020-05-24 19:00:00+00:00,Twitter for Advertisers.,452,33
2265,"whether he's your John Ambrose or Evan Hansen, @jordanfisher will entertain you tonight for #OneCommunity in suppor… https://t.co/XSuzEOwp0y",1264586960926015490,2020-05-24 16:00:01+00:00,Twitter for Advertisers.,196,11
2266,"all i can think of is that scene in the 1997 smash hit film ""batman &amp; robin"" when the titular batman &amp; robin click… https://t.co/7NISGFlfs2",1264315167912988673,2020-05-23 22:00:00+00:00,Twitter for Advertisers.,556,62
2267,its anything but a kitchen nightmare today as we welcome @jasonderulo &amp; @GordonRamsay for a #OneCommunity brunch! j… https://t.co/gLT1QiJcfA,1264224572842242048,2020-05-23 16:00:00+00:00,Twitter for Advertisers.,209,13
2268,🚨BTS ARMY 🚨Suga’s “D-2” is now on TikTok! You know what that means ➡️ 📱🎶🕺💃 https://t.co/0ujNCzTCDg,1263971882338000897,2020-05-22 23:15:54+00:00,Twitter Web App,39824,11890
2269,such a STEVE move (no offense to steves) https://t.co/ri69VWtVRz,1263952779816681472,2020-05-22 22:00:00+00:00,Twitter for Advertisers.,389,23
2270,"can i get a U-S-A?! @TeamUSA is live streaming home workouts at 5 PM PT in-app! get up, get down and go for a perso… https://t.co/5mKSsq1UdG",1263905244368506883,2020-05-22 18:51:07+00:00,Twitter Web App,143,7
2271,puzzled by a puzzle made of puzzles https://t.co/YpwEbYSrxe,1263590391191912448,2020-05-21 22:00:00+00:00,Twitter for Advertisers.,668,40
2272,✨ pop sensation @iamjojo is LIVE in-app now! #SoundOff in the comments and maybe she'll answer your q :)… https://t.co/0eNxtQUfnt,1263546606118408192,2020-05-21 19:06:01+00:00,Twitter for Advertisers.,172,10
2273,"we're celebrating all things competitive gaming with #EsportsForAll. 
share your favorite esports and gaming moment… https://t.co/vgSSOuudmS",1263197808355446784,2020-05-20 20:00:01+00:00,Twitter for Advertisers.,212,18
2274,hes way beyond the reef https://t.co/MHksHL8trq,1263137412525383680,2020-05-20 16:00:01+00:00,Twitter for Advertisers.,914,121
2275,"everybody, rock your body, backstreets here for a weekday party!
@aj_mclean hosts #OneCommunity with us tonight in-… https://t.co/nSotFEcs8Q",1262835416446754823,2020-05-19 20:00:00+00:00,Twitter Media Studio,248,15
2276,RT @shaedband: We are going Live today on @tiktok_us -  join us for the fun! Sound off in the comments! https://t.co/xslvLklp91,1262798124709367809,2020-05-19 17:31:49+00:00,Twitter Web App,0,11
2277,that towel rack is so high https://t.co/zeABDIfdRv,1262775018242609152,2020-05-19 16:00:00+00:00,Twitter Media Studio,672,64
2278,always read before pouring coffee https://t.co/eSFRE43A3m,1262457929745281025,2020-05-18 19:00:00+00:00,Twitter Media Studio,673,58
2279,Ray Allen + Spike Lee talk everything Jordan. Click here to watch live https://t.co/N3tkoPZ7kT https://t.co/GzEZeOPBDp,1262440873565945858,2020-05-18 17:52:13+00:00,Twitter Media Studio,136,10
2280,▬▬ι═══════ﺤ https://t.co/VlQKAOWFMC,1262095541816549377,2020-05-17 19:00:00+00:00,Twitter Media Studio,887,99
2281,"We've loved watching all of your #AnimalCrossing videos on TikTok, so why not bring a little of TikTok to your isla… https://t.co/WoOqpPKauD",1262054580516356098,2020-05-17 16:17:14+00:00,Twitter Web App,297,19
2282,RT @GradTogether: Get ready to party 🎉 #GraduateTogether After Party starts NOW on @tiktok_us https://t.co/hLheN8mC9U,1261824614470045696,2020-05-17 01:03:26+00:00,Twitter for iPhone,0,28
2283,"🎓grab your gown, toss that cap it's #TikTokGraduation y'all 🎓 featuring a DJ set from @dillonfrancis… https://t.co/xlfCC8LdNm",1261688571791958016,2020-05-16 16:02:51+00:00,Twitter Web App,294,23
2284,@JoyyUnSpeakable This content violates our community guidelines and we have since removed the handful of videos tha… https://t.co/2l0W93VFlR,1261466430823821313,2020-05-16 01:20:08+00:00,Twitter for iPhone,8,0
2285,@jalapenopappers This content violates our community guidelines and we have since removed the handful of videos tha… https://t.co/7wrcp60Uzl,1261466331578159104,2020-05-16 01:19:45+00:00,Twitter for iPhone,6,0
2286,@autismspeaks This content violates our community guidelines and we have since removed the handful of videos that p… https://t.co/dVS0U6grAb,1261465965226676225,2020-05-16 01:18:17+00:00,Twitter for iPhone,12,1
2287,THIS IS A REAL LIFE DISNEY STORY https://t.co/rR1m1a0CoF,1261416065944350720,2020-05-15 22:00:00+00:00,Twitter for Advertisers.,1053,140
2288,"RT @TPAIN: Going live on @tiktok soon. Go follow me on TikTok and tune in! #WakeUpDead featuring @chrisbrown OUT NOW! #WakeUpDead

https://…",1261372150105006080,2020-05-15 19:05:30+00:00,Twitter Web App,0,16
2289,always wanted to chat with @tpain? now's your chance. #SoundOff in the comments live: https://t.co/Q9WO1DxH7z https://t.co/Xf64lBGpRb,1261371595890634752,2020-05-15 19:03:18+00:00,Twitter Web App,145,4
2290,treat yourself and have some #GraduationTreats with Alex Ojeda tonight at 5 PM PT in app https://t.co/26kTlMFxWa,1261325470647246848,2020-05-15 16:00:01+00:00,Twitter for Advertisers.,137,7
2291,the time has come to adult! @brittanyxavier helps us with the growing pains in #WelcomeToAdulting live now in-app:… https://t.co/q051nukZtq,1261099505564278784,2020-05-15 01:02:06+00:00,Twitter Media Studio,175,9
2292,wrong answers only class of 2020: what are you most guilty of already doing? https://t.co/POm3lIckCU,1261053678414422016,2020-05-14 22:00:00+00:00,Twitter Media Studio,169,9
2293,we're counting down the days til saturday's ceremony with some super-talented creators for #TikTokGraduation  🎓 https://t.co/7KWW8no7CT,1261023478355918848,2020-05-14 20:00:00+00:00,Twitter Media Studio,183,18
2294,"👑 @princesspiamia is chatting with you live in-app right now, so #SoundOff... https://t.co/PPhl88H0HN https://t.co/GvHnCAIDPS",1261010899763990528,2020-05-14 19:10:01+00:00,Twitter Web App,135,12
2295,don't touch his stache man https://t.co/kgBdcaR4Mc,1260963083125764096,2020-05-14 16:00:01+00:00,Twitter for Advertisers.,926,133
2296,"RT @CStarleague: TONIGHT: Who will be crowned the first-ever @TikTok_us Cup #RocketLeague CHAMPIONS? 🏆

Watch @RITesports @UNTEsports @CSUF…",1260725656012251136,2020-05-14 00:16:34+00:00,Twitter Web App,0,10
2297,granny is not impressed https://t.co/399Vn3cuK0,1260691290750099457,2020-05-13 22:00:00+00:00,Twitter for Advertisers.,724,81
2298,📣 @bazzi is live now in app and answering your questions! #SoundOff in the comments now: https://t.co/7gFzjmEGrd https://t.co/vcmzlEuAGA,1260646642337959938,2020-05-13 19:02:35+00:00,Twitter for Advertisers.,161,9
2299,mailed it. https://t.co/E2qdLKKhdN,1260600694370979843,2020-05-13 16:00:01+00:00,Twitter for Advertisers.,1636,158
2300,🌹@hannahbrown is live now! https://t.co/ltrP2ECEQ8,1260360797315727360,2020-05-13 00:06:45+00:00,Twitter for iPhone,72,3
2301,🌈 he made it https://t.co/bznh0g9Bkl,1260328900258746368,2020-05-12 22:00:00+00:00,Twitter for Advertisers.,1228,131
2302,#SoundOff... in the comments 👀 join @Alesso and @LiamPayne for a small live stream now https://t.co/uTw1cLYWdH https://t.co/ZuDDRc074V,1260291315792674818,2020-05-12 19:30:39+00:00,Twitter Web App,1555,69
2303,🌹 tonight @hannahbrown is live for #OneCommunity in support of @nokidhungry - coming up at 5 PM PT 🌹 https://t.co/VBxk5e0kW6,1260267635297734658,2020-05-12 17:56:33+00:00,Twitter for Advertisers.,188,15
2304,10 points for Slytherin https://t.co/WOqvVG2ktE,1259966513873731584,2020-05-11 22:00:00+00:00,Twitter for Advertisers.,594,46
2305,bless parents in quarantine https://t.co/ektikuParX,1259921217126952963,2020-05-11 19:00:01+00:00,Twitter for Advertisers.,677,70
2306,".@djkhaled, @blakegriffin23 &amp; @sagesteele talk all things Jordan 
https://t.co/3ExfsXAOUF https://t.co/mL4u7lp43V",1259889307193692160,2020-05-11 16:53:13+00:00,Twitter Web App,153,5
2307,and that there folks... is galaxy brain https://t.co/6i7QQyn76a,1259604127098605568,2020-05-10 22:00:00+00:00,Twitter for Advertisers.,983,110
2308,"say thank you to mom with a free gift. search ""small gestures"" in-app to get started. Happy Mother's Day! 💐 https://t.co/LuKprW7dp4",1259574255412371457,2020-05-10 20:01:18+00:00,Twitter Web App,217,12
2309,"RT @pickpictures: After a month of hard work, video calls, and keeping distance from each other on set, it's finally here! Thanks to everyo…",1259574234252103680,2020-05-10 20:01:13+00:00,Twitter Web App,0,12
2310,didn’t think these exist outside of middle school PE https://t.co/Icnwo1iN7u,1259513531491389442,2020-05-10 16:00:01+00:00,Twitter for Advertisers.,482,31
2311,.@Camila_Cabello and special guest @ShawnMendes are giving their dog a bath LIVE for #MusicMatters https://t.co/0vfFOsme2l,1259274360981876736,2020-05-10 00:09:38+00:00,Twitter for iPhone,2374,393
2312,literally the best idea ive seen https://t.co/zQiytuhLJ9,1259241738339745797,2020-05-09 22:00:00+00:00,Twitter for Advertisers.,1045,134
2313,Saturday night's alright for a live stream featuring @Camila_Cabello @howiemandel @KChenoweth. Tonight's stream sup… https://t.co/PujYdUtmdl,1259151141423714304,2020-05-09 16:00:00+00:00,Twitter for Advertisers.,1648,352
2314,@IamTabithaBrown is whipping up yummy vegan recipes LIVE https://t.co/daxpKJoTSK,1258931960954552322,2020-05-09 01:29:03+00:00,Twitter for iPhone,83,2
2315,@GDeLaurentiis is making some delish food right now 🍝 https://t.co/QwIKmbOjkB,1258911352719986688,2020-05-09 00:07:10+00:00,Twitter Web App,97,2
2316,🏅 gold-medal gate stepper 🏅 https://t.co/EyHIwwCbg2,1258879349958246401,2020-05-08 22:00:00+00:00,Twitter for Advertisers.,486,37
2317,"🧀🌶🥑 HEY #FoodFam, tonight @IamTabithaBrown and @GDeLaurentiis are cooking up some dank food live in-app at 5 PM PT!… https://t.co/9Tdc9dsaFN",1258859982935605248,2020-05-08 20:43:03+00:00,Twitter Web App,242,16
2318,TikTok and esports collide in the first-ever #TikTokCup competition for college gamers! Join for a chance at the $6… https://t.co/NJrAFt7vSC,1258838938585722881,2020-05-08 19:19:25+00:00,Twitter Web App,256,25
2319,yogurt lover @terrycrews and his family are LIVE: https://t.co/Q5fbNMtAnj,1258565244667834374,2020-05-08 01:11:51+00:00,Twitter Web App,70,2
2320,@whoisaddison and her fam are live now! https://t.co/qlBU8akYLT,1258564285099204608,2020-05-08 01:08:03+00:00,Twitter Web App,143,3
2321,real men are prepared always https://t.co/ZSOtnnlqmJ,1258516962667364352,2020-05-07 22:00:00+00:00,Twitter for Advertisers.,1191,144
2322,"Thursday is for #FamilyTime! @TerryCrews, @whoisaddison and their families are live streaming today at 5 PM PT to b… https://t.co/6hMuQquYgj",1258426367303053313,2020-05-07 16:00:01+00:00,Twitter for Advertisers.,537,27
2323,the @dameliofamily is live! 🙌 https://t.co/XMu90GXuBy,1258185603935436800,2020-05-07 00:03:18+00:00,Twitter Web App,130,3
2324,"RT @nokidhungry: Tomorrow, join us on @tiktok_us with @terrycrews and @whoisaddison as we mobilize #OneCommunity to fight childhood hunger…",1258169103023390722,2020-05-06 22:57:44+00:00,Twitter Web App,0,35
2325,chicken                 sandwich https://t.co/DPpeyQKN2V,1258154572817862658,2020-05-06 22:00:00+00:00,Twitter for Advertisers.,831,112
2326,"👩‍⚕️👨‍⚕️@dameliofamily @JABBAWOCKEEZ
 @steveaoki are going live tonight at 5 PM PT in support of our #HealthHeroes… https://t.co/qYKeyvNIuh",1258067018911268866,2020-05-06 16:12:05+00:00,Twitter for Advertisers.,254,23
2327,THE @WayneBrady is live now 👉 https://t.co/gW2NAoNW01,1257840509097136128,2020-05-06 01:12:01+00:00,Twitter Web App,72,5
2328,"🎶 happy birthday dear, X Æ A-12. happy birthday to you! 🎶 congrats @Grimezsz! https://t.co/0GTw5wKc5i",1257834166957207552,2020-05-06 00:46:49+00:00,Twitter Web App,204,13
2329,hey all you cool cats and kittens https://t.co/dCjTRrR4dG,1257792184935428097,2020-05-05 22:00:00+00:00,Twitter for Advertisers.,297,22
2330,"🎓 schools might be closed, but we're #alwayslearning. @AnnaOBrien
 will be kicking off our livestream at 5 PM PT fo… https://t.co/QXYf6XgWiG",1257726667251953665,2020-05-05 17:39:39+00:00,Twitter for Advertisers.,172,11
2331,We are #OneCommunity. ❤️ Every day this week creators and celebs will go live at 5 PM PT in-app to raise funds for… https://t.co/HvuYSIh0B8,1257463771062099968,2020-05-05 00:15:00+00:00,Twitter Media Studio,367,54
2332,galaxy brain https://t.co/wo46lTAxSU,1257429800165224451,2020-05-04 22:00:00+00:00,Twitter for Advertisers.,974,103
2333,time is a construct of man https://t.co/HsuxvWrMAh,1257369402426765312,2020-05-04 18:00:00+00:00,Twitter for Advertisers.,370,34
2334,"Talking all things Jordan with @JayTatum0, @TeyanaTaylor &amp; @SageSteele. Watch now
https://t.co/BEFZTK4JV0 https://t.co/zh4ZAj7tbm",1257341619063357440,2020-05-04 16:09:36+00:00,Twitter for Advertisers.,144,11
2335,🐼 https://t.co/8ZyCU9Xu0P,1257067409711611904,2020-05-03 22:00:00+00:00,Twitter for Advertisers.,1113,86
2336,"exactly what i imagine @theweeknd thought would happen with ""blinding lights"" https://t.co/dVM2uBPu3a",1256976812262846464,2020-05-03 16:00:00+00:00,Twitter for Advertisers.,561,45
2337,420 spaghetti spoon https://t.co/DethsE0Wq9,1256705022512881664,2020-05-02 22:00:00+00:00,Twitter for Advertisers.,562,64
2338,it's manatee time 🌊 take a dive and join these sea creatures underwater at the Ellie Schiller Homosassa Springs Wil… https://t.co/Ynghi2SSXI,1256652174362152960,2020-05-02 18:30:00+00:00,Twitter for Advertisers.,128,7
2339,let your inner harry potter live and take a digital journey to Mission Valley to observe the Great Gray Owls 🦉… https://t.co/lD1MvVlUXU,1256327537103269888,2020-05-01 21:00:00+00:00,Twitter for Advertisers.,134,7
2340,idk what to ask about first - the pool in his kitchen or the kitten https://t.co/AxcTmeVmWI,1256282236095090688,2020-05-01 18:00:00+00:00,Twitter for Advertisers.,703,74
2341,"make your day wholesome. enjoy the Happiness Village Pandas live from their habitat in Gengda, Sichuan, China. 🐼 wh… https://t.co/qhYdyWB4VL",1256040643488477186,2020-05-01 02:00:00+00:00,Twitter for Advertisers.,143,7
2342,Donation Stickers are available now! Update the app to support your community #DoubleYourImpact #OneCommunity https://t.co/QAX6LfZHAt,1255954363161313281,2020-04-30 20:17:09+00:00,Twitter Media Studio,526,45
2343,a true standup comedian this guy https://t.co/ohAekBS5Nn,1255889653560774657,2020-04-30 16:00:01+00:00,Twitter for Advertisers.,772,82
2344,they wont be laughing when the vampires attack https://t.co/s7ZA1FISr2,1255617858559598597,2020-04-29 22:00:00+00:00,Twitter for Advertisers.,479,24
2345,take a little break and watch some majestic eagles in their natural habitat. #NatureAtHome is live streaming from D… https://t.co/P08Xtbrcr8,1255527266181771266,2020-04-29 16:00:01+00:00,Twitter for Advertisers.,175,11
2346,RIDDLE ME THIS https://t.co/lLdhf0g29s,1255255598179979270,2020-04-28 22:00:30+00:00,Twitter for Advertisers.,438,40
2347,did it work? https://t.co/3h5O6XVrqF,1255236602814705667,2020-04-28 20:45:01+00:00,Twitter Web App,13644,4530
2348,RT @CStarleague: We’re thrilled to partner with @TikTok_US to bring the first-ever TikTok Cup for college gamers. Register for free and com…,1254879793780338694,2020-04-27 21:07:12+00:00,Twitter Web App,0,39
2349,idk i think he can pull it off https://t.co/UiY9R0FhHW,1254832685312327680,2020-04-27 18:00:00+00:00,Twitter for Advertisers.,413,27
2350,hope DJs are doing okay https://t.co/GylTW8d5MT,1254530696892182528,2020-04-26 22:00:00+00:00,Twitter for Advertisers.,545,60
2351,fuud &amp; health inspector https://t.co/Mld57uJPtd,1254440097879121921,2020-04-26 16:00:00+00:00,Twitter for Advertisers.,1007,123
2352,@diplo @DillonFrancis @DavidDobrik @natalinanoel @madisonbeer @terrycrews @Anitta @whoisaddison @walshyfire… https://t.co/M1ckXXI4O5,1254246925345284096,2020-04-26 03:12:24+00:00,Twitter Web App,245,20
2353,"RT @diplo: shoutout to everyone who came to my prom, it was just as magical as everyone says #TikTokProm 

@DillonFrancis 
@tiktok_us 
@Dav…",1254246546008244226,2020-04-26 03:10:53+00:00,Twitter Web App,0,42
2354,"grab your #TikTokProm date, it’s time for the last song. Thank you to everyone who partied with us tonight. Goodnight and stay safe! ❤️",1254242509040914432,2020-04-26 02:54:51+00:00,Twitter Web App,235,12
2355,RT @ElisabethM20: @DillonFrancis is my spirit animal 🥺👉🏼👈🏼 https://t.co/noUZ58mp1T,1254236112714792965,2020-04-26 02:29:26+00:00,Twitter Web App,0,32
2356,The party ain’t over yet. 🕺💃 We’ve got @yungblud @TrippieRedd @charli_xcx and more stopping by #TiKTokProm ▶️  https://t.co/35bZAKUJyI,1254228578851418112,2020-04-26 01:59:30+00:00,Twitter Web App,107,6
2357,"RT @DillonFrancis: We crashed @tiktok_us prom, but no worries y'all! We are live again! 
https://t.co/HaxT8NPhuJ",1254225883772018688,2020-04-26 01:48:47+00:00,Twitter Web App,0,8
2358,"RT @diplo: .@tiktok_us prom crashed bc it was too wild but we’re back
https://t.co/wtY2eCjsKJ",1254225750854516737,2020-04-26 01:48:16+00:00,Twitter Web App,0,8
2359,"sorry for the disruption, #TikTokProm is back on! 🤙 https://t.co/35bZAKUJyI",1254225678884417536,2020-04-26 01:47:58+00:00,Twitter Web App,60,2
2360,RT @whoisaddison: going live on tiktok for prom with @diplo and @DillonFrancis at 6:19pm PST! See you there!,1254218662044565504,2020-04-26 01:20:05+00:00,Twitter Web App,0,89
2361,RT @ladynisse: If you’re not watching this live on TikTok you really should 😂🙌🏽 @diplo @DillonFrancis https://t.co/jbUIei7yyN,1254218584634482691,2020-04-26 01:19:47+00:00,Twitter Web App,0,34
2362,"Tonight’s #TikTokProm lineup:

5:55 @DavidDobrik @natalinanoel
6:00 @MadisonBeer
6:07 @TerryCrews
6:13 @Anitta 
6:1… https://t.co/KTXodjfNqB",1254217512423583744,2020-04-26 01:15:31+00:00,Twitter Web App,2065,146
2363,@natalinanoel @DillonFrancis @diplo HI https://t.co/2EzIeUu5ls,1254212573039218688,2020-04-26 00:55:54+00:00,Twitter Web App,120,6
2364,RT @natalinanoel: Dave and I are going live on tiktok prom right now with @DillonFrancis and @diplo come say hiii !!,1254212473466445824,2020-04-26 00:55:30+00:00,Twitter Web App,0,67
2365,"It wouldn’t be #TikTokProm without some surprise guests!

@DavidDobrik @natalinanoel @madisonbeer @terrycrews ARE I… https://t.co/za2oAHCUu5",1254211192383365121,2020-04-26 00:50:25+00:00,Twitter Web App,88,4
2366,RT @gregjustice: Dance floor’s open for #TikTokProm! Join @diplo &amp; @DillonFrancis LIVE now on @tiktok_us 🎉 https://t.co/E4BvhSeFAg,1254208607144472576,2020-04-26 00:40:08+00:00,Twitter Web App,0,8
2367,"RT @DillonFrancis: It's prom time! I really want to impress my date so I invited some special friends, come watch the live to see who's com…",1254206479420190721,2020-04-26 00:31:41+00:00,Twitter Web App,0,25
2368,"RT @diplo: live rn with my angel @DillonFrancis 
https://t.co/p2Yz64bmib",1254206445605679107,2020-04-26 00:31:33+00:00,Twitter Web App,0,8
2369,#TikTokProm is finally here 🎉 join the party hosted by @diplo  and @DillonFrancis: https://t.co/6lrMYY9qjS,1254201494586322944,2020-04-26 00:11:52+00:00,Twitter Web App,167,14
2370,@patrickstarrr is getting prom ready live 💅 https://t.co/vVxvTJhSJV,1254188173548064768,2020-04-25 23:18:56+00:00,Twitter for iPhone,37,2
2371,"RT @DillonFrancis: I can't wait for @tiktok_us prom with my super cute date @diplo, who are we seeing there? https://t.co/FMSzG1V6BJ",1254179212979625984,2020-04-25 22:43:20+00:00,Twitter for iPhone,0,17
2372,RT @diplo: me walking into @tiktok_us prom like https://t.co/nTtirHNyYy,1254179044339277824,2020-04-25 22:42:40+00:00,Twitter for iPhone,0,89
2373,it went from dragons to 0 real quick https://t.co/3V1KJTUXIf,1254168306392748042,2020-04-25 22:00:00+00:00,Twitter for Advertisers.,322,43
